Date,BUDAPEST,BUDAPEST.L2,BARANYA.L3,CSONGRAD.L3,CSONGRAD.L8,GYOR.L1,GYOR.L9,GYOR.L12,HAJDU.L8,HEVES.L5,HEVES.L7,JASZ.L1,KOMAROM.L10,KOMAROM.L11,NOGRAD.L2,NOGRAD.L5,NOGRAD.L9,SOMOGY.L5,SOMOGY.L10,SOMOGY.L11,TOLNA.L3,TOLNA.L4,TOLNA.L7,ZALA.L1,ZALA.L3,ZALA.L9,ZALA.L10,ZALA.L14,ZALA.L15
24/03/2008,10,18.0,3.0,3.0,13.0,13.0,4.0,14.0,6.0,2.0,6.0,4.0,2.0,6.0,2.0,9.0,2.0,0.0,4.0,10.0,3.0,4.0,1.0,0.0,6.0,2.0,5.0,6.0,37.0
17/03/2008,60,6.0,5.0,4.0,23.0,12.0,3.0,4.0,12.0,4.0,6.0,2.0,2.0,2.0,16.0,1.0,5.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,15.0,6.0
10/03/2008,103,10.0,5.0,32.0,2.0,18.0,3.0,6.0,1.0,5.0,2.0,1.0,2.0,2.0,10.0,10.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,9.0,15.0
03/03/2008,31,60.0,7.0,2.0,1.0,22.0,3.0,4.0,12.0,8.0,4.0,1.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,4.0,2.0,4.0,4.0,4.0,0.0,4.0,1.0,15.0,9.0
25/02/2008,103,103.0,9.0,16.0,2.0,24.0,4.0,3.0,2.0,9.0,5.0,5.0,1.0,3.0,25.0,16.0,9.0,0.0,1.0,0.0,3.0,2.0,3.0,7.0,5.0,1.0,4.0,5.0,15.0
18/02/2008,44,31.0,2.0,71.0,3.0,22.0,1.0,3.0,0.0,6.0,8.0,1.0,2.0,1.0,3.0,10.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,4.0,4.0,0.0,1.0,2.0,5.0
11/02/2008,91,103.0,10.0,8.0,4.0,68.0,3.0,3.0,4.0,19.0,9.0,16.0,3.0,2.0,25.0,3.0,10.0,1.0,2.0,0.0,3.0,2.0,4.0,0.0,7.0,6.0,0.0,0.0,2.0
04/02/2008,83,44.0,2.0,71.0,32.0,36.0,1.0,4.0,8.0,7.0,6.0,0.0,3.0,3.0,32.0,25.0,2.0,9.0,0.0,2.0,2.0,3.0,2.0,6.0,4.0,4.0,6.0,1.0,0.0
28/01/2008,111,91.0,12.0,88.0,2.0,44.0,13.0,1.0,4.0,42.0,19.0,12.0,2.0,3.0,16.0,3.0,16.0,5.0,2.0,0.0,12.0,2.0,3.0,12.0,0.0,0.0,4.0,4.0,1.0
21/01/2008,91,83.0,16.0,50.0,16.0,31.0,12.0,3.0,5.0,7.0,7.0,21.0,14.0,2.0,24.0,25.0,10.0,9.0,0.0,2.0,5.0,12.0,2.0,33.0,6.0,0.0,0.0,1.0,4.0
14/01/2008,163,111.0,16.0,24.0,71.0,50.0,18.0,1.0,24.0,15.0,42.0,25.0,13.0,14.0,35.0,32.0,3.0,18.0,1.0,0.0,12.0,5.0,3.0,12.0,12.0,5.0,0.0,0.0,1.0
07/01/2008,28,91.0,30.0,5.0,8.0,27.0,22.0,13.0,12.0,37.0,7.0,28.0,19.0,13.0,58.0,16.0,25.0,17.0,1.0,1.0,2.0,12.0,2.0,69.0,33.0,4.0,5.0,6.0,0.0
31/12/2007,106,163.0,40.0,15.0,71.0,27.0,24.0,12.0,24.0,47.0,15.0,27.0,18.0,19.0,43.0,24.0,3.0,36.0,9.0,1.0,8.0,2.0,12.0,46.0,12.0,7.0,4.0,4.0,6.0
24/12/2007,291,28.0,42.0,7.0,88.0,73.0,22.0,18.0,35.0,33.0,37.0,39.0,19.0,18.0,62.0,35.0,25.0,31.0,5.0,9.0,4.0,8.0,5.0,29.0,69.0,4.0,7.0,0.0,4.0
17/12/2007,185,106.0,52.0,27.0,50.0,64.0,68.0,22.0,41.0,29.0,47.0,39.0,18.0,19.0,45.0,58.0,32.0,22.0,9.0,5.0,1.0,4.0,12.0,23.0,46.0,0.0,4.0,0.0,0.0
10/12/2007,197,291.0,36.0,20.0,24.0,124.0,36.0,24.0,22.0,58.0,33.0,19.0,22.0,18.0,38.0,43.0,16.0,85.0,18.0,9.0,4.0,1.0,2.0,3.0,29.0,6.0,0.0,5.0,0.0
03/12/2007,147,185.0,41.0,20.0,5.0,75.0,44.0,22.0,19.0,37.0,29.0,18.0,25.0,22.0,45.0,62.0,24.0,16.0,17.0,18.0,3.0,4.0,8.0,36.0,23.0,12.0,6.0,4.0,5.0
26/11/2007,192,197.0,91.0,2.0,15.0,38.0,31.0,68.0,17.0,87.0,58.0,26.0,27.0,25.0,88.0,45.0,35.0,85.0,36.0,17.0,2.0,3.0,4.0,12.0,3.0,33.0,12.0,7.0,4.0
19/11/2007,190,147.0,48.0,157.0,7.0,69.0,50.0,36.0,32.0,66.0,37.0,13.0,12.0,27.0,30.0,38.0,58.0,41.0,31.0,36.0,2.0,2.0,1.0,216.0,36.0,12.0,33.0,4.0,7.0
12/11/2007,147,192.0,18.0,53.0,27.0,53.0,27.0,44.0,39.0,43.0,87.0,13.0,20.0,12.0,76.0,45.0,43.0,27.0,22.0,31.0,6.0,2.0,4.0,12.0,12.0,69.0,12.0,0.0,4.0
05/11/2007,131,190.0,29.0,37.0,20.0,68.0,27.0,31.0,41.0,41.0,66.0,29.0,12.0,20.0,30.0,88.0,62.0,40.0,85.0,22.0,8.0,6.0,3.0,22.0,216.0,46.0,69.0,6.0,0.0
29/10/2007,149,147.0,37.0,41.0,20.0,44.0,73.0,50.0,72.0,23.0,43.0,12.0,19.0,12.0,52.0,30.0,45.0,47.0,16.0,85.0,2.0,8.0,2.0,15.0,12.0,29.0,46.0,12.0,6.0
22/10/2007,99,131.0,20.0,29.0,2.0,68.0,64.0,27.0,20.0,43.0,41.0,13.0,34.0,19.0,65.0,76.0,38.0,30.0,85.0,16.0,1.0,2.0,2.0,24.0,22.0,23.0,29.0,33.0,12.0
15/10/2007,233,149.0,37.0,42.0,157.0,63.0,124.0,27.0,30.0,104.0,23.0,22.0,27.0,34.0,41.0,30.0,45.0,53.0,41.0,85.0,0.0,1.0,6.0,23.0,15.0,3.0,23.0,12.0,33.0
08/10/2007,146,99.0,43.0,17.0,53.0,69.0,75.0,73.0,32.0,66.0,43.0,10.0,31.0,27.0,15.0,52.0,88.0,36.0,27.0,41.0,6.0,0.0,8.0,28.0,24.0,36.0,3.0,69.0,12.0
01/10/2007,182,233.0,6.0,9.0,37.0,86.0,38.0,64.0,43.0,50.0,104.0,22.0,8.0,31.0,76.0,65.0,30.0,45.0,40.0,27.0,0.0,6.0,2.0,7.0,23.0,12.0,36.0,46.0,69.0
24/09/2007,68,146.0,38.0,74.0,41.0,46.0,69.0,124.0,25.0,27.0,66.0,13.0,24.0,8.0,22.0,41.0,76.0,24.0,47.0,40.0,2.0,0.0,1.0,8.0,28.0,216.0,12.0,29.0,46.0
17/09/2007,180,182.0,28.0,40.0,29.0,140.0,53.0,75.0,58.0,23.0,50.0,14.0,39.0,24.0,27.0,15.0,30.0,25.0,30.0,47.0,1.0,2.0,0.0,26.0,7.0,12.0,216.0,23.0,29.0
10/09/2007,142,68.0,21.0,81.0,42.0,76.0,68.0,38.0,46.0,87.0,27.0,27.0,18.0,39.0,22.0,76.0,52.0,84.0,53.0,30.0,15.0,1.0,6.0,21.0,8.0,22.0,12.0,3.0,23.0
03/09/2007,80,180.0,14.0,48.0,17.0,48.0,44.0,69.0,49.0,39.0,23.0,10.0,42.0,18.0,20.0,22.0,65.0,46.0,36.0,53.0,10.0,15.0,0.0,41.0,26.0,15.0,22.0,36.0,3.0
27/08/2007,194,142.0,27.0,39.0,9.0,68.0,68.0,53.0,19.0,55.0,87.0,14.0,35.0,42.0,21.0,27.0,41.0,56.0,45.0,36.0,13.0,10.0,2.0,2.0,21.0,24.0,15.0,12.0,36.0
20/08/2007,286,80.0,24.0,41.0,74.0,81.0,63.0,68.0,95.0,25.0,39.0,58.0,34.0,35.0,2.0,22.0,15.0,17.0,24.0,45.0,4.0,13.0,1.0,39.0,41.0,23.0,24.0,216.0,12.0
13/08/2007,129,194.0,2.0,3.0,40.0,79.0,69.0,44.0,60.0,76.0,55.0,15.0,24.0,34.0,37.0,20.0,76.0,38.0,25.0,24.0,2.0,4.0,15.0,12.0,2.0,28.0,23.0,12.0,216.0
06/08/2007,93,286.0,11.0,40.0,81.0,102.0,86.0,68.0,45.0,71.0,25.0,45.0,22.0,24.0,14.0,21.0,22.0,28.0,84.0,25.0,19.0,2.0,10.0,13.0,39.0,7.0,28.0,22.0,12.0
30/07/2007,199,129.0,16.0,34.0,48.0,82.0,46.0,63.0,50.0,17.0,76.0,14.0,59.0,22.0,22.0,2.0,27.0,21.0,46.0,84.0,2.0,19.0,13.0,10.0,12.0,8.0,7.0,15.0,22.0
23/07/2007,120,93.0,11.0,18.0,39.0,84.0,140.0,69.0,41.0,19.0,71.0,48.0,18.0,59.0,14.0,37.0,22.0,84.0,56.0,46.0,25.0,2.0,4.0,4.0,13.0,26.0,8.0,24.0,15.0
16/07/2007,151,199.0,2.0,9.0,41.0,65.0,76.0,86.0,41.0,32.0,17.0,40.0,16.0,18.0,20.0,14.0,20.0,53.0,17.0,56.0,10.0,25.0,2.0,20.0,10.0,21.0,26.0,23.0,24.0
09/07/2007,88,120.0,16.0,22.0,3.0,68.0,48.0,46.0,35.0,44.0,19.0,38.0,23.0,16.0,36.0,22.0,21.0,60.0,38.0,17.0,12.0,10.0,19.0,6.0,4.0,41.0,21.0,28.0,23.0
02/07/2007,87,151.0,7.0,17.0,40.0,64.0,68.0,140.0,65.0,12.0,32.0,10.0,12.0,23.0,8.0,14.0,2.0,56.0,28.0,38.0,6.0,12.0,2.0,10.0,20.0,2.0,41.0,7.0,28.0
25/06/2007,67,88.0,7.0,21.0,34.0,45.0,81.0,76.0,87.0,19.0,44.0,13.0,13.0,12.0,36.0,20.0,37.0,40.0,21.0,28.0,8.0,6.0,25.0,2.0,6.0,39.0,2.0,8.0,7.0
18/06/2007,52,87.0,11.0,7.0,18.0,34.0,79.0,48.0,53.0,52.0,12.0,14.0,28.0,13.0,9.0,36.0,14.0,40.0,84.0,21.0,13.0,8.0,10.0,8.0,10.0,12.0,39.0,26.0,8.0
11/06/2007,65,67.0,14.0,10.0,9.0,16.0,102.0,68.0,51.0,54.0,19.0,36.0,29.0,28.0,4.0,8.0,22.0,32.0,53.0,84.0,11.0,13.0,12.0,4.0,2.0,13.0,12.0,21.0,26.0
04/06/2007,6,52.0,7.0,6.0,22.0,6.0,82.0,81.0,105.0,22.0,52.0,1.0,33.0,29.0,13.0,36.0,14.0,32.0,60.0,53.0,1.0,11.0,6.0,1.0,8.0,10.0,13.0,41.0,21.0
28/05/2007,64,65.0,11.0,7.0,17.0,6.0,84.0,79.0,49.0,12.0,54.0,4.0,7.0,33.0,1.0,9.0,20.0,26.0,56.0,60.0,2.0,1.0,8.0,2.0,4.0,4.0,10.0,2.0,41.0
21/05/2007,18,6.0,2.0,3.0,21.0,2.0,65.0,102.0,52.0,9.0,22.0,5.0,45.0,7.0,3.0,4.0,36.0,11.0,40.0,56.0,0.0,2.0,13.0,1.0,1.0,20.0,4.0,39.0,2.0
14/05/2007,3,64.0,6.0,1.0,7.0,1.0,68.0,82.0,67.0,4.0,12.0,6.0,12.0,45.0,0.0,13.0,8.0,7.0,40.0,40.0,0.0,0.0,11.0,4.0,2.0,6.0,20.0,12.0,39.0
07/05/2007,0,18.0,2.0,0.0,10.0,5.0,64.0,84.0,37.0,7.0,9.0,3.0,25.0,12.0,2.0,1.0,36.0,7.0,32.0,40.0,1.0,0.0,1.0,0.0,1.0,10.0,6.0,13.0,12.0
30/04/2007,13,3.0,0.0,12.0,6.0,3.0,45.0,65.0,20.0,1.0,4.0,4.0,5.0,25.0,1.0,3.0,9.0,3.0,32.0,32.0,1.0,1.0,2.0,4.0,4.0,2.0,10.0,10.0,13.0
23/04/2007,9,0.0,0.0,0.0,7.0,2.0,34.0,68.0,8.0,2.0,7.0,3.0,19.0,5.0,0.0,0.0,4.0,1.0,26.0,32.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,4.0,10.0
16/04/2007,4,13.0,0.0,0.0,3.0,1.0,16.0,64.0,24.0,3.0,1.0,1.0,9.0,19.0,0.0,2.0,13.0,5.0,11.0,26.0,0.0,0.0,0.0,2.0,4.0,4.0,8.0,20.0,4.0
09/04/2007,8,9.0,4.0,0.0,1.0,6.0,6.0,45.0,11.0,0.0,2.0,2.0,3.0,9.0,2.0,1.0,1.0,0.0,7.0,11.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,6.0,20.0
02/04/2007,12,4.0,1.0,0.0,0.0,8.0,6.0,34.0,3.0,0.0,3.0,0.0,2.0,3.0,11.0,0.0,3.0,0.0,7.0,7.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,10.0,6.0
26/03/2007,13,8.0,3.0,1.0,12.0,4.0,2.0,16.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,7.0,3.0,7.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,10.0
19/03/2007,31,12.0,2.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,8.0,2.0
12/03/2007,35,13.0,12.0,0.0,0.0,21.0,5.0,6.0,1.0,8.0,1.0,10.0,1.0,3.0,0.0,11.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0,8.0
05/03/2007,8,31.0,12.0,0.0,0.0,13.0,3.0,2.0,21.0,17.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,8.0,1.0,2.0,7.0,0.0,4.0,0.0,1.0,4.0
26/02/2007,73,35.0,11.0,16.0,0.0,13.0,2.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,37.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,3.0,1.0,1.0,0.0,4.0,2.0,1.0
19/02/2007,77,8.0,11.0,8.0,1.0,21.0,1.0,5.0,1.0,1.0,17.0,28.0,1.0,0.0,26.0,0.0,2.0,1.0,7.0,0.0,11.0,2.0,2.0,6.0,7.0,2.0,0.0,1.0,2.0
12/02/2007,21,73.0,3.0,0.0,0.0,30.0,6.0,3.0,1.0,8.0,1.0,43.0,2.0,1.0,68.0,0.0,11.0,0.0,0.0,7.0,4.0,11.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0
05/02/2007,104,77.0,9.0,19.0,0.0,12.0,8.0,2.0,0.0,0.0,1.0,15.0,0.0,2.0,30.0,37.0,1.0,2.0,1.0,0.0,7.0,4.0,8.0,8.0,6.0,0.0,0.0,0.0,4.0
29/01/2007,105,21.0,12.0,31.0,0.0,39.0,4.0,1.0,10.0,4.0,8.0,46.0,3.0,0.0,26.0,26.0,0.0,2.0,1.0,1.0,20.0,7.0,2.0,40.0,2.0,1.0,0.0,4.0,0.0
22/01/2007,92,104.0,8.0,8.0,16.0,19.0,6.0,6.0,10.0,0.0,0.0,15.0,5.0,3.0,47.0,68.0,0.0,14.0,2.0,1.0,8.0,20.0,11.0,11.0,8.0,0.0,1.0,0.0,4.0
15/01/2007,192,105.0,14.0,1.0,8.0,55.0,21.0,8.0,11.0,20.0,4.0,47.0,1.0,5.0,21.0,30.0,0.0,9.0,1.0,2.0,19.0,8.0,4.0,16.0,40.0,1.0,0.0,2.0,0.0
08/01/2007,2,92.0,9.0,28.0,0.0,20.0,13.0,4.0,7.0,2.0,0.0,13.0,1.0,1.0,13.0,26.0,37.0,16.0,0.0,1.0,26.0,19.0,7.0,1.0,11.0,7.0,1.0,0.0,2.0
01/01/2007,67,192.0,18.0,47.0,19.0,22.0,13.0,6.0,7.0,24.0,20.0,20.0,12.0,1.0,13.0,47.0,26.0,15.0,2.0,0.0,12.0,26.0,20.0,18.0,16.0,1.0,7.0,0.0,0.0
25/12/2006,283,2.0,37.0,8.0,31.0,47.0,21.0,21.0,10.0,20.0,2.0,25.0,6.0,12.0,0.0,21.0,68.0,54.0,2.0,2.0,20.0,12.0,8.0,0.0,1.0,6.0,1.0,1.0,0.0
18/12/2006,135,67.0,11.0,24.0,8.0,93.0,30.0,13.0,8.0,2.0,24.0,35.0,18.0,6.0,22.0,13.0,30.0,14.0,14.0,2.0,27.0,20.0,19.0,5.0,18.0,2.0,6.0,0.0,1.0
11/12/2006,129,283.0,47.0,0.0,1.0,40.0,12.0,13.0,43.0,3.0,20.0,74.0,10.0,18.0,28.0,13.0,26.0,17.0,9.0,14.0,32.0,27.0,26.0,16.0,0.0,8.0,2.0,1.0,0.0
04/12/2006,203,135.0,34.0,57.0,28.0,56.0,39.0,21.0,31.0,0.0,2.0,60.0,14.0,10.0,58.0,0.0,47.0,43.0,16.0,9.0,48.0,32.0,12.0,19.0,5.0,40.0,8.0,7.0,1.0
27/11/2006,152,129.0,54.0,1.0,47.0,36.0,19.0,30.0,66.0,28.0,3.0,48.0,12.0,14.0,35.0,22.0,21.0,66.0,15.0,16.0,31.0,48.0,20.0,1.0,16.0,11.0,40.0,1.0,7.0
20/11/2006,107,203.0,22.0,47.0,8.0,40.0,55.0,12.0,58.0,17.0,0.0,18.0,9.0,12.0,33.0,28.0,13.0,89.0,54.0,15.0,54.0,31.0,27.0,73.0,19.0,16.0,11.0,6.0,1.0
13/11/2006,185,152.0,34.0,67.0,24.0,31.0,20.0,39.0,41.0,28.0,28.0,35.0,12.0,9.0,76.0,58.0,13.0,33.0,14.0,54.0,50.0,54.0,32.0,2.0,1.0,1.0,16.0,2.0,6.0
06/11/2006,110,107.0,194.0,55.0,0.0,42.0,22.0,19.0,120.0,9.0,17.0,38.0,1.0,12.0,20.0,35.0,0.0,48.0,17.0,14.0,40.0,50.0,48.0,37.0,73.0,18.0,1.0,8.0,2.0
30/10/2006,138,185.0,66.0,35.0,57.0,47.0,47.0,55.0,115.0,44.0,28.0,48.0,8.0,1.0,50.0,33.0,22.0,31.0,43.0,17.0,13.0,40.0,31.0,13.0,2.0,0.0,18.0,40.0,8.0
23/10/2006,100,110.0,29.0,12.0,1.0,31.0,93.0,20.0,113.0,25.0,9.0,51.0,0.0,8.0,38.0,76.0,28.0,53.0,66.0,43.0,54.0,13.0,54.0,23.0,37.0,5.0,0.0,11.0,40.0
16/10/2006,228,138.0,185.0,49.0,47.0,41.0,40.0,22.0,74.0,22.0,44.0,59.0,21.0,0.0,23.0,20.0,58.0,36.0,89.0,66.0,29.0,54.0,50.0,15.0,13.0,16.0,5.0,16.0,11.0
09/10/2006,130,100.0,51.0,9.0,67.0,55.0,56.0,47.0,107.0,32.0,25.0,59.0,14.0,21.0,32.0,50.0,35.0,35.0,33.0,89.0,90.0,29.0,40.0,17.0,23.0,19.0,16.0,1.0,16.0
02/10/2006,137,228.0,81.0,1.0,55.0,38.0,36.0,93.0,39.0,29.0,22.0,90.0,3.0,14.0,51.0,38.0,33.0,61.0,48.0,33.0,71.0,90.0,13.0,6.0,15.0,1.0,19.0,18.0,1.0
25/09/2006,235,130.0,68.0,27.0,35.0,49.0,40.0,40.0,113.0,36.0,32.0,61.0,11.0,3.0,23.0,23.0,76.0,32.0,31.0,48.0,38.0,71.0,54.0,11.0,17.0,73.0,1.0,0.0,18.0
18/09/2006,138,137.0,110.0,8.0,12.0,47.0,31.0,56.0,51.0,31.0,29.0,55.0,19.0,11.0,44.0,32.0,20.0,86.0,53.0,31.0,119.0,38.0,29.0,2.0,6.0,2.0,73.0,5.0,0.0
11/09/2006,166,235.0,38.0,57.0,49.0,42.0,42.0,36.0,89.0,28.0,36.0,78.0,9.0,19.0,28.0,51.0,50.0,29.0,36.0,53.0,60.0,119.0,90.0,17.0,11.0,37.0,2.0,16.0,5.0
04/09/2006,122,138.0,27.0,8.0,9.0,86.0,47.0,40.0,69.0,42.0,31.0,56.0,2.0,9.0,34.0,23.0,38.0,96.0,35.0,36.0,102.0,60.0,71.0,13.0,2.0,13.0,37.0,19.0,16.0
28/08/2006,149,166.0,27.0,10.0,1.0,54.0,31.0,31.0,62.0,19.0,28.0,32.0,19.0,2.0,61.0,44.0,23.0,106.0,61.0,35.0,131.0,102.0,38.0,1.0,17.0,23.0,13.0,1.0,19.0
21/08/2006,124,122.0,54.0,18.0,27.0,54.0,41.0,42.0,70.0,69.0,42.0,64.0,1.0,19.0,30.0,28.0,32.0,44.0,32.0,61.0,73.0,131.0,119.0,3.0,13.0,15.0,23.0,73.0,1.0
14/08/2006,187,149.0,54.0,1.0,8.0,45.0,55.0,47.0,180.0,38.0,19.0,20.0,0.0,1.0,54.0,34.0,51.0,34.0,86.0,32.0,55.0,73.0,60.0,18.0,1.0,17.0,15.0,2.0,73.0
07/08/2006,195,124.0,80.0,9.0,57.0,46.0,38.0,31.0,39.0,45.0,69.0,37.0,18.0,0.0,44.0,61.0,23.0,25.0,29.0,86.0,99.0,55.0,102.0,13.0,3.0,6.0,17.0,37.0,2.0
31/07/2006,130,187.0,115.0,70.0,8.0,48.0,49.0,41.0,114.0,37.0,38.0,30.0,46.0,18.0,49.0,30.0,44.0,58.0,96.0,29.0,88.0,99.0,131.0,9.0,18.0,11.0,6.0,13.0,37.0
24/07/2006,126,195.0,44.0,64.0,10.0,24.0,47.0,55.0,54.0,16.0,45.0,28.0,11.0,46.0,40.0,54.0,28.0,33.0,106.0,96.0,59.0,88.0,73.0,12.0,13.0,2.0,11.0,23.0,13.0
17/07/2006,154,130.0,67.0,10.0,18.0,21.0,42.0,38.0,34.0,9.0,37.0,24.0,35.0,11.0,27.0,44.0,34.0,50.0,44.0,106.0,31.0,59.0,55.0,5.0,9.0,17.0,2.0,15.0,23.0
10/07/2006,149,126.0,58.0,1.0,1.0,40.0,86.0,49.0,108.0,11.0,16.0,50.0,13.0,35.0,53.0,49.0,61.0,13.0,34.0,44.0,50.0,31.0,99.0,19.0,12.0,13.0,17.0,17.0,15.0
03/07/2006,106,154.0,47.0,12.0,9.0,27.0,54.0,47.0,79.0,8.0,9.0,10.0,34.0,13.0,35.0,40.0,30.0,93.0,25.0,34.0,27.0,50.0,88.0,17.0,5.0,1.0,13.0,6.0,17.0
26/06/2006,151,149.0,105.0,37.0,70.0,10.0,54.0,42.0,47.0,7.0,11.0,38.0,17.0,34.0,62.0,27.0,54.0,73.0,58.0,25.0,15.0,27.0,59.0,12.0,19.0,3.0,1.0,11.0,6.0
19/06/2006,100,106.0,106.0,78.0,64.0,30.0,45.0,86.0,48.0,10.0,8.0,11.0,48.0,17.0,32.0,53.0,44.0,35.0,33.0,58.0,46.0,15.0,31.0,18.0,17.0,18.0,3.0,2.0,11.0
12/06/2006,91,151.0,35.0,13.0,10.0,8.0,46.0,54.0,96.0,24.0,7.0,10.0,28.0,48.0,29.0,35.0,49.0,40.0,50.0,33.0,12.0,46.0,50.0,11.0,12.0,13.0,18.0,17.0,2.0
05/06/2006,46,100.0,30.0,19.0,1.0,30.0,48.0,54.0,57.0,15.0,10.0,12.0,19.0,28.0,25.0,62.0,40.0,52.0,13.0,50.0,8.0,12.0,27.0,5.0,18.0,9.0,13.0,13.0,17.0
29/05/2006,38,91.0,11.0,1.0,12.0,10.0,24.0,45.0,39.0,4.0,24.0,3.0,39.0,19.0,25.0,32.0,27.0,26.0,93.0,13.0,32.0,8.0,15.0,4.0,11.0,12.0,9.0,1.0,13.0
22/05/2006,13,46.0,36.0,2.0,37.0,1.0,21.0,46.0,59.0,26.0,15.0,1.0,9.0,39.0,7.0,29.0,53.0,3.0,73.0,93.0,13.0,32.0,46.0,3.0,5.0,5.0,12.0,3.0,1.0
15/05/2006,22,38.0,84.0,35.0,78.0,0.0,40.0,48.0,65.0,10.0,4.0,2.0,28.0,9.0,7.0,25.0,35.0,10.0,35.0,73.0,2.0,13.0,12.0,2.0,4.0,19.0,5.0,18.0,3.0
08/05/2006,33,13.0,10.0,0.0,13.0,1.0,27.0,24.0,9.0,14.0,26.0,3.0,22.0,28.0,0.0,25.0,62.0,12.0,40.0,35.0,0.0,2.0,8.0,4.0,3.0,17.0,19.0,13.0,18.0
01/05/2006,9,22.0,0.0,41.0,19.0,6.0,10.0,21.0,25.0,7.0,10.0,4.0,8.0,22.0,2.0,7.0,32.0,10.0,52.0,40.0,0.0,0.0,32.0,0.0,2.0,12.0,17.0,9.0,13.0
24/04/2006,14,33.0,0.0,16.0,1.0,3.0,30.0,40.0,61.0,5.0,14.0,2.0,19.0,8.0,1.0,7.0,29.0,11.0,26.0,52.0,5.0,0.0,13.0,1.0,4.0,18.0,12.0,12.0,9.0
17/04/2006,48,9.0,1.0,3.0,2.0,20.0,8.0,27.0,15.0,9.0,7.0,2.0,12.0,19.0,0.0,0.0,25.0,4.0,3.0,26.0,7.0,5.0,2.0,0.0,0.0,11.0,18.0,5.0,12.0
10/04/2006,7,14.0,1.0,11.0,35.0,1.0,30.0,10.0,4.0,2.0,5.0,1.0,13.0,12.0,1.0,2.0,25.0,0.0,10.0,3.0,1.0,7.0,0.0,0.0,1.0,5.0,11.0,19.0,5.0
03/04/2006,18,48.0,1.0,0.0,0.0,8.0,10.0,30.0,5.0,2.0,9.0,8.0,21.0,13.0,2.0,1.0,7.0,2.0,12.0,10.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,17.0,19.0
27/03/2006,6,7.0,0.0,1.0,41.0,18.0,1.0,8.0,10.0,0.0,2.0,2.0,34.0,21.0,1.0,0.0,7.0,5.0,10.0,12.0,0.0,1.0,5.0,1.0,0.0,3.0,4.0,12.0,17.0
20/03/2006,21,18.0,3.0,2.0,16.0,13.0,0.0,30.0,1.0,0.0,2.0,31.0,5.0,34.0,2.0,1.0,0.0,0.0,11.0,10.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0,18.0,12.0
13/03/2006,30,6.0,2.0,1.0,3.0,8.0,1.0,10.0,0.0,4.0,0.0,6.0,0.0,5.0,0.0,2.0,2.0,4.0,4.0,11.0,2.0,0.0,1.0,2.0,1.0,4.0,2.0,11.0,18.0
06/03/2006,21,21.0,22.0,9.0,11.0,26.0,6.0,1.0,0.0,2.0,0.0,46.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,5.0,11.0
27/02/2006,79,30.0,15.0,9.0,0.0,10.0,3.0,0.0,8.0,2.0,4.0,18.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,4.0,5.0
20/02/2006,64,21.0,26.0,19.0,1.0,82.0,20.0,1.0,2.0,1.0,2.0,39.0,0.0,0.0,1.0,0.0,1.0,17.0,5.0,2.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,4.0
13/02/2006,55,79.0,9.0,28.0,2.0,40.0,1.0,6.0,2.0,11.0,2.0,38.0,0.0,0.0,5.0,5.0,2.0,14.0,0.0,5.0,1.0,5.0,2.0,6.0,5.0,0.0,0.0,2.0,3.0
06/02/2006,18,64.0,18.0,15.0,1.0,21.0,8.0,3.0,1.0,20.0,1.0,26.0,4.0,0.0,2.0,4.0,1.0,11.0,4.0,0.0,4.0,1.0,1.0,13.0,1.0,0.0,0.0,4.0,2.0
30/01/2006,101,55.0,5.0,22.0,9.0,53.0,18.0,20.0,12.0,35.0,11.0,39.0,1.0,4.0,4.0,1.0,2.0,46.0,3.0,4.0,2.0,4.0,1.0,2.0,6.0,1.0,0.0,0.0,4.0
