Date,BUDAPEST,VESZPREM.L2,BUDAPEST.L1,BUDAPEST.L2,BUDAPEST.L3,PEST.L2,PEST.L1,GYOR.L2,BORSOD.L1,SOMOGY.L2,GYOR.L1,TOLNA.L2,BACS.L1,VESZPREM.L3,CSONGRAD.L1,GYOR.L3,VESZPREM.L4,SOMOGY.L3,JASZ.L2,VESZPREM.L1,CSONGRAD.L2,BACS.L2,JASZ.L1,BARANYA.L1,KOMAROM.L1,PEST.L3,FEJER.L1,JASZ.L3,SOMOGY.L1
24/03/2008,10,2.0,6.0,18.0,4.0,10.0,11.0,1.0,11.0,2.0,13.0,0.0,3.0,2.0,32.0,3.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,5.0,14.0,6.0,10.0,3.0,0.0
17/03/2008,60,1.0,10.0,6.0,18.0,11.0,15.0,13.0,15.0,0.0,12.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,32.0,3.0,2.0,7.0,13.0,10.0,9.0,1.0,1.0
10/03/2008,103,5.0,60.0,10.0,6.0,15.0,29.0,12.0,12.0,1.0,18.0,2.0,9.0,1.0,16.0,13.0,2.0,0.0,2.0,1.0,2.0,4.0,1.0,9.0,19.0,11.0,17.0,4.0,1.0
03/03/2008,31,1.0,103.0,60.0,10.0,29.0,17.0,18.0,10.0,1.0,22.0,3.0,11.0,5.0,71.0,12.0,1.0,1.0,1.0,2.0,16.0,9.0,1.0,2.0,18.0,15.0,16.0,2.0,9.0
25/02/2008,103,2.0,31.0,103.0,60.0,17.0,12.0,22.0,25.0,9.0,24.0,2.0,11.0,1.0,8.0,18.0,5.0,1.0,1.0,0.0,71.0,11.0,5.0,10.0,19.0,29.0,2.0,1.0,5.0
18/02/2008,44,0.0,103.0,31.0,103.0,12.0,17.0,24.0,10.0,5.0,22.0,3.0,11.0,2.0,71.0,22.0,1.0,9.0,5.0,2.0,8.0,11.0,1.0,2.0,18.0,17.0,16.0,1.0,9.0
11/02/2008,91,2.0,44.0,103.0,31.0,17.0,33.0,22.0,7.0,9.0,68.0,2.0,22.0,0.0,88.0,24.0,2.0,5.0,1.0,8.0,71.0,11.0,16.0,12.0,22.0,12.0,17.0,5.0,18.0
04/02/2008,83,8.0,91.0,44.0,103.0,33.0,71.0,68.0,41.0,18.0,36.0,12.0,42.0,2.0,50.0,22.0,0.0,9.0,16.0,10.0,88.0,22.0,0.0,16.0,25.0,17.0,17.0,1.0,17.0
28/01/2008,111,10.0,83.0,91.0,44.0,71.0,64.0,36.0,52.0,17.0,44.0,5.0,28.0,8.0,24.0,68.0,2.0,18.0,0.0,12.0,50.0,42.0,12.0,16.0,27.0,33.0,12.0,16.0,36.0
21/01/2008,91,12.0,111.0,83.0,91.0,64.0,66.0,44.0,44.0,36.0,31.0,12.0,63.0,10.0,5.0,36.0,8.0,17.0,12.0,15.0,24.0,28.0,21.0,30.0,12.0,71.0,12.0,0.0,31.0
14/01/2008,163,15.0,91.0,111.0,83.0,66.0,100.0,31.0,31.0,31.0,50.0,2.0,86.0,12.0,15.0,44.0,10.0,36.0,21.0,20.0,5.0,63.0,25.0,40.0,20.0,64.0,40.0,12.0,22.0
07/01/2008,28,20.0,163.0,91.0,111.0,100.0,92.0,50.0,86.0,22.0,27.0,8.0,41.0,15.0,7.0,31.0,12.0,31.0,25.0,82.0,15.0,86.0,28.0,42.0,12.0,66.0,20.0,21.0,85.0
31/12/2007,106,82.0,28.0,163.0,91.0,92.0,53.0,27.0,81.0,85.0,27.0,4.0,32.0,20.0,27.0,50.0,15.0,22.0,28.0,14.0,7.0,41.0,27.0,52.0,19.0,100.0,68.0,25.0,16.0
24/12/2007,291,14.0,106.0,28.0,163.0,53.0,179.0,27.0,77.0,16.0,73.0,1.0,140.0,82.0,20.0,27.0,20.0,85.0,27.0,63.0,27.0,32.0,39.0,36.0,34.0,92.0,36.0,28.0,85.0
17/12/2007,185,63.0,291.0,106.0,28.0,179.0,118.0,73.0,248.0,85.0,64.0,4.0,86.0,14.0,20.0,27.0,82.0,16.0,39.0,30.0,20.0,140.0,39.0,41.0,27.0,53.0,101.0,27.0,41.0
10/12/2007,197,30.0,185.0,291.0,106.0,118.0,184.0,64.0,36.0,41.0,124.0,3.0,41.0,63.0,2.0,73.0,14.0,85.0,39.0,61.0,20.0,86.0,19.0,91.0,31.0,179.0,21.0,39.0,27.0
03/12/2007,147,61.0,197.0,185.0,291.0,184.0,114.0,124.0,218.0,27.0,75.0,2.0,44.0,30.0,157.0,64.0,63.0,41.0,19.0,66.0,2.0,41.0,18.0,48.0,8.0,118.0,46.0,39.0,40.0
26/11/2007,192,66.0,147.0,197.0,185.0,114.0,96.0,75.0,58.0,40.0,38.0,2.0,61.0,61.0,53.0,124.0,30.0,27.0,18.0,32.0,157.0,44.0,26.0,18.0,24.0,184.0,63.0,19.0,47.0
19/11/2007,190,32.0,192.0,147.0,197.0,96.0,144.0,38.0,55.0,47.0,69.0,6.0,38.0,66.0,37.0,75.0,61.0,40.0,26.0,90.0,53.0,61.0,13.0,29.0,39.0,114.0,56.0,18.0,30.0
12/11/2007,147,90.0,190.0,192.0,147.0,144.0,100.0,69.0,113.0,30.0,53.0,8.0,121.0,32.0,41.0,38.0,66.0,47.0,13.0,73.0,37.0,38.0,13.0,37.0,18.0,96.0,92.0,26.0,53.0
05/11/2007,131,73.0,147.0,190.0,192.0,100.0,170.0,53.0,122.0,53.0,68.0,2.0,66.0,90.0,29.0,69.0,32.0,30.0,13.0,65.0,41.0,121.0,29.0,20.0,42.0,144.0,64.0,13.0,36.0
29/10/2007,149,65.0,131.0,147.0,190.0,170.0,98.0,68.0,59.0,36.0,44.0,1.0,69.0,73.0,42.0,53.0,90.0,53.0,29.0,45.0,29.0,66.0,12.0,37.0,35.0,100.0,104.0,13.0,45.0
22/10/2007,99,45.0,149.0,131.0,147.0,98.0,98.0,44.0,66.0,45.0,68.0,0.0,47.0,65.0,17.0,68.0,73.0,36.0,12.0,36.0,42.0,69.0,13.0,43.0,34.0,170.0,60.0,29.0,24.0
15/10/2007,233,36.0,99.0,149.0,131.0,98.0,98.0,68.0,46.0,24.0,63.0,6.0,16.0,45.0,9.0,44.0,65.0,45.0,13.0,46.0,17.0,47.0,22.0,6.0,24.0,98.0,68.0,12.0,25.0
08/10/2007,146,46.0,233.0,99.0,149.0,98.0,86.0,63.0,124.0,25.0,69.0,0.0,119.0,36.0,74.0,68.0,45.0,24.0,22.0,67.0,9.0,16.0,10.0,38.0,22.0,98.0,116.0,13.0,84.0
01/10/2007,182,67.0,146.0,233.0,99.0,86.0,89.0,69.0,74.0,84.0,86.0,2.0,49.0,46.0,40.0,63.0,36.0,25.0,10.0,57.0,74.0,119.0,22.0,28.0,59.0,98.0,83.0,22.0,46.0
24/09/2007,68,57.0,182.0,146.0,233.0,89.0,77.0,86.0,73.0,46.0,46.0,1.0,67.0,67.0,81.0,69.0,46.0,84.0,22.0,45.0,40.0,49.0,13.0,21.0,18.0,86.0,64.0,10.0,56.0
17/09/2007,180,45.0,68.0,182.0,146.0,77.0,91.0,46.0,8.0,56.0,140.0,15.0,50.0,57.0,48.0,86.0,67.0,46.0,13.0,24.0,81.0,67.0,14.0,14.0,16.0,89.0,41.0,22.0,17.0
10/09/2007,142,24.0,180.0,68.0,182.0,91.0,107.0,140.0,134.0,17.0,76.0,10.0,90.0,45.0,39.0,46.0,57.0,56.0,14.0,52.0,48.0,50.0,27.0,27.0,23.0,77.0,79.0,13.0,38.0
03/09/2007,80,52.0,142.0,180.0,68.0,107.0,86.0,76.0,88.0,38.0,48.0,13.0,31.0,24.0,41.0,140.0,45.0,17.0,27.0,23.0,39.0,90.0,10.0,24.0,12.0,91.0,79.0,14.0,28.0
27/08/2007,194,23.0,80.0,142.0,180.0,86.0,32.0,48.0,33.0,28.0,68.0,4.0,26.0,52.0,3.0,76.0,24.0,38.0,10.0,42.0,41.0,31.0,14.0,2.0,13.0,107.0,43.0,27.0,21.0
20/08/2007,286,42.0,194.0,80.0,142.0,32.0,70.0,68.0,81.0,21.0,81.0,2.0,77.0,23.0,40.0,48.0,52.0,28.0,14.0,48.0,3.0,26.0,58.0,11.0,28.0,86.0,104.0,10.0,84.0
13/08/2007,129,48.0,286.0,194.0,80.0,70.0,131.0,81.0,26.0,84.0,79.0,19.0,77.0,42.0,34.0,68.0,23.0,21.0,58.0,39.0,40.0,77.0,15.0,16.0,29.0,32.0,67.0,14.0,53.0
06/08/2007,93,39.0,129.0,286.0,194.0,131.0,104.0,79.0,26.0,53.0,102.0,2.0,49.0,48.0,18.0,81.0,42.0,84.0,15.0,23.0,34.0,77.0,45.0,11.0,33.0,70.0,119.0,58.0,60.0
30/07/2007,199,23.0,93.0,129.0,286.0,104.0,131.0,102.0,150.0,60.0,82.0,25.0,43.0,39.0,9.0,79.0,48.0,53.0,45.0,36.0,18.0,49.0,14.0,2.0,7.0,131.0,60.0,15.0,56.0
23/07/2007,120,36.0,199.0,93.0,129.0,131.0,93.0,82.0,128.0,56.0,84.0,10.0,127.0,23.0,22.0,102.0,39.0,60.0,14.0,34.0,9.0,43.0,48.0,16.0,45.0,104.0,64.0,45.0,40.0
16/07/2007,151,34.0,120.0,199.0,93.0,93.0,140.0,84.0,105.0,40.0,65.0,12.0,53.0,36.0,17.0,82.0,23.0,56.0,48.0,29.0,22.0,127.0,40.0,7.0,12.0,131.0,52.0,14.0,40.0
09/07/2007,88,29.0,151.0,120.0,199.0,140.0,113.0,65.0,161.0,40.0,68.0,6.0,34.0,34.0,21.0,84.0,36.0,40.0,40.0,33.0,17.0,53.0,38.0,7.0,25.0,93.0,72.0,48.0,32.0
02/07/2007,87,33.0,88.0,151.0,120.0,113.0,38.0,68.0,127.0,32.0,64.0,8.0,26.0,29.0,7.0,65.0,34.0,40.0,38.0,20.0,21.0,34.0,10.0,11.0,5.0,140.0,23.0,40.0,32.0
25/06/2007,67,20.0,87.0,88.0,151.0,38.0,107.0,64.0,34.0,32.0,45.0,13.0,53.0,33.0,10.0,68.0,29.0,32.0,10.0,24.0,7.0,26.0,13.0,14.0,19.0,113.0,61.0,38.0,26.0
18/06/2007,52,24.0,67.0,87.0,88.0,107.0,113.0,45.0,75.0,26.0,34.0,11.0,40.0,20.0,6.0,64.0,33.0,32.0,13.0,6.0,10.0,53.0,14.0,7.0,9.0,38.0,16.0,10.0,11.0
11/06/2007,65,6.0,52.0,67.0,87.0,113.0,31.0,34.0,28.0,11.0,16.0,1.0,39.0,24.0,7.0,45.0,20.0,26.0,14.0,8.0,6.0,40.0,36.0,11.0,3.0,107.0,18.0,13.0,7.0
04/06/2007,6,8.0,65.0,52.0,67.0,31.0,24.0,16.0,19.0,7.0,6.0,2.0,11.0,6.0,3.0,34.0,24.0,11.0,36.0,10.0,7.0,39.0,1.0,2.0,2.0,113.0,2.0,14.0,7.0
28/05/2007,64,10.0,6.0,65.0,52.0,24.0,30.0,6.0,8.0,7.0,6.0,0.0,7.0,8.0,1.0,16.0,6.0,7.0,1.0,2.0,3.0,11.0,4.0,6.0,1.0,31.0,5.0,36.0,3.0
21/05/2007,18,2.0,64.0,6.0,65.0,30.0,8.0,6.0,4.0,3.0,2.0,0.0,0.0,10.0,0.0,6.0,8.0,7.0,4.0,2.0,1.0,7.0,5.0,2.0,3.0,24.0,3.0,1.0,1.0
14/05/2007,3,2.0,18.0,64.0,6.0,8.0,9.0,2.0,14.0,1.0,1.0,1.0,6.0,2.0,12.0,6.0,10.0,3.0,5.0,1.0,0.0,0.0,6.0,0.0,1.0,30.0,3.0,4.0,5.0
07/05/2007,0,1.0,3.0,18.0,64.0,9.0,7.0,1.0,2.0,5.0,5.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,6.0,0.0,12.0,6.0,3.0,0.0,0.0,8.0,1.0,5.0,0.0
30/04/2007,13,0.0,0.0,3.0,18.0,7.0,3.0,5.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,6.0,0.0
23/04/2007,9,0.0,13.0,0.0,3.0,3.0,12.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,3.0,0.0,0.0,3.0,4.0,1.0,7.0,4.0,3.0,7.0
16/04/2007,4,3.0,9.0,13.0,0.0,12.0,11.0,2.0,11.0,7.0,1.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,4.0,0.0
09/04/2007,8,2.0,4.0,9.0,13.0,11.0,8.0,1.0,7.0,0.0,6.0,2.0,5.0,3.0,1.0,2.0,0.0,7.0,1.0,1.0,0.0,8.0,2.0,3.0,0.0,12.0,3.0,3.0,1.0
02/04/2007,12,1.0,8.0,4.0,9.0,8.0,5.0,6.0,5.0,1.0,8.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,3.0,11.0,0.0,1.0,1.0
26/03/2007,13,2.0,12.0,8.0,4.0,5.0,18.0,8.0,17.0,1.0,4.0,2.0,12.0,1.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,12.0,5.0,8.0,18.0,2.0,2.0
19/03/2007,31,1.0,13.0,12.0,8.0,18.0,12.0,4.0,13.0,2.0,6.0,1.0,0.0,2.0,0.0,8.0,1.0,1.0,3.0,3.0,0.0,12.0,2.0,12.0,1.0,5.0,5.0,0.0,1.0
12/03/2007,35,3.0,31.0,13.0,12.0,12.0,23.0,6.0,19.0,1.0,21.0,8.0,7.0,1.0,16.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,11.0,1.0,18.0,30.0,3.0,0.0
05/03/2007,8,0.0,35.0,31.0,13.0,23.0,16.0,21.0,18.0,0.0,13.0,2.0,8.0,3.0,8.0,6.0,1.0,1.0,10.0,13.0,16.0,7.0,1.0,11.0,12.0,12.0,12.0,2.0,2.0
26/02/2007,73,13.0,8.0,35.0,31.0,16.0,44.0,13.0,44.0,2.0,13.0,11.0,1.0,0.0,0.0,21.0,3.0,0.0,1.0,2.0,8.0,8.0,1.0,3.0,6.0,23.0,3.0,10.0,2.0
19/02/2007,77,2.0,73.0,8.0,35.0,44.0,44.0,13.0,13.0,2.0,21.0,4.0,9.0,13.0,19.0,13.0,0.0,2.0,1.0,30.0,0.0,1.0,28.0,9.0,18.0,16.0,38.0,1.0,14.0
12/02/2007,21,30.0,77.0,73.0,8.0,44.0,72.0,21.0,56.0,14.0,30.0,7.0,4.0,2.0,31.0,13.0,13.0,2.0,28.0,9.0,19.0,9.0,43.0,12.0,10.0,44.0,12.0,1.0,9.0
05/02/2007,104,9.0,21.0,77.0,73.0,72.0,54.0,30.0,55.0,9.0,12.0,20.0,3.0,30.0,8.0,21.0,2.0,14.0,43.0,14.0,31.0,4.0,15.0,8.0,14.0,44.0,16.0,28.0,16.0
29/01/2007,105,14.0,104.0,21.0,77.0,54.0,65.0,12.0,84.0,16.0,39.0,8.0,6.0,9.0,1.0,30.0,30.0,9.0,15.0,24.0,8.0,3.0,46.0,14.0,12.0,72.0,25.0,43.0,15.0
22/01/2007,92,24.0,105.0,104.0,21.0,65.0,69.0,39.0,20.0,15.0,19.0,19.0,8.0,14.0,28.0,12.0,9.0,16.0,46.0,6.0,1.0,6.0,15.0,9.0,9.0,54.0,14.0,15.0,54.0
15/01/2007,192,6.0,92.0,105.0,104.0,69.0,107.0,19.0,13.0,54.0,55.0,26.0,18.0,24.0,47.0,39.0,14.0,15.0,15.0,49.0,28.0,8.0,47.0,18.0,12.0,65.0,45.0,46.0,14.0
08/01/2007,2,49.0,192.0,92.0,105.0,107.0,90.0,55.0,122.0,14.0,20.0,12.0,18.0,6.0,8.0,19.0,24.0,54.0,47.0,21.0,47.0,18.0,13.0,37.0,1.0,69.0,19.0,15.0,17.0
01/01/2007,67,21.0,2.0,192.0,92.0,90.0,9.0,20.0,2.0,17.0,22.0,20.0,6.0,49.0,24.0,55.0,6.0,14.0,13.0,31.0,8.0,18.0,20.0,11.0,8.0,107.0,15.0,47.0,43.0
25/12/2006,283,31.0,67.0,2.0,192.0,9.0,129.0,22.0,77.0,43.0,47.0,27.0,7.0,21.0,0.0,20.0,49.0,17.0,20.0,44.0,24.0,6.0,25.0,47.0,0.0,90.0,15.0,13.0,66.0
18/12/2006,135,44.0,283.0,67.0,2.0,129.0,156.0,47.0,156.0,66.0,93.0,32.0,8.0,31.0,57.0,22.0,21.0,43.0,25.0,68.0,0.0,7.0,35.0,34.0,21.0,9.0,92.0,20.0,89.0
11/12/2006,129,68.0,135.0,283.0,67.0,156.0,240.0,93.0,50.0,89.0,40.0,48.0,28.0,44.0,1.0,47.0,31.0,66.0,35.0,55.0,57.0,8.0,74.0,54.0,14.0,129.0,22.0,25.0,33.0
04/12/2006,203,55.0,129.0,135.0,283.0,240.0,190.0,40.0,47.0,33.0,56.0,31.0,5.0,68.0,47.0,93.0,44.0,89.0,74.0,60.0,1.0,28.0,60.0,22.0,3.0,156.0,36.0,35.0,48.0
27/11/2006,152,60.0,203.0,129.0,135.0,190.0,166.0,56.0,84.0,48.0,36.0,54.0,20.0,55.0,67.0,40.0,68.0,33.0,60.0,53.0,47.0,5.0,48.0,34.0,11.0,240.0,29.0,74.0,31.0
20/11/2006,107,53.0,152.0,203.0,129.0,166.0,138.0,36.0,90.0,31.0,40.0,50.0,6.0,60.0,55.0,56.0,55.0,48.0,48.0,42.0,67.0,20.0,18.0,194.0,19.0,190.0,27.0,60.0,53.0
13/11/2006,185,42.0,107.0,152.0,203.0,138.0,128.0,40.0,63.0,53.0,31.0,40.0,33.0,53.0,35.0,36.0,60.0,31.0,18.0,81.0,55.0,6.0,35.0,66.0,9.0,166.0,24.0,48.0,36.0
06/11/2006,110,81.0,185.0,107.0,152.0,128.0,239.0,31.0,45.0,36.0,42.0,13.0,13.0,42.0,12.0,40.0,53.0,53.0,35.0,65.0,35.0,33.0,38.0,29.0,2.0,138.0,38.0,18.0,35.0
30/10/2006,138,65.0,110.0,185.0,107.0,239.0,196.0,42.0,84.0,35.0,47.0,54.0,47.0,81.0,49.0,31.0,42.0,36.0,38.0,65.0,12.0,13.0,48.0,185.0,19.0,128.0,18.0,35.0,61.0
23/10/2006,100,65.0,138.0,110.0,185.0,196.0,108.0,47.0,53.0,61.0,31.0,29.0,11.0,65.0,9.0,42.0,81.0,35.0,48.0,29.0,49.0,47.0,51.0,51.0,1.0,239.0,21.0,38.0,32.0
16/10/2006,228,29.0,100.0,138.0,110.0,108.0,160.0,31.0,66.0,32.0,41.0,90.0,39.0,65.0,1.0,47.0,65.0,61.0,51.0,54.0,9.0,11.0,59.0,81.0,0.0,196.0,29.0,48.0,86.0
09/10/2006,130,54.0,228.0,100.0,138.0,160.0,131.0,41.0,77.0,86.0,55.0,71.0,41.0,29.0,27.0,31.0,65.0,32.0,59.0,43.0,1.0,39.0,59.0,68.0,18.0,108.0,23.0,51.0,29.0
02/10/2006,137,43.0,130.0,228.0,100.0,131.0,331.0,55.0,107.0,29.0,38.0,38.0,12.0,54.0,8.0,41.0,29.0,86.0,59.0,49.0,27.0,41.0,90.0,110.0,46.0,160.0,10.0,59.0,96.0
25/09/2006,235,49.0,137.0,130.0,228.0,331.0,155.0,38.0,40.0,96.0,49.0,119.0,22.0,43.0,57.0,55.0,54.0,29.0,90.0,31.0,8.0,12.0,61.0,38.0,11.0,131.0,11.0,59.0,106.0
18/09/2006,138,31.0,235.0,137.0,130.0,155.0,168.0,49.0,109.0,106.0,47.0,60.0,21.0,49.0,8.0,38.0,43.0,96.0,61.0,62.0,57.0,22.0,55.0,27.0,35.0,331.0,23.0,90.0,44.0
11/09/2006,166,62.0,138.0,235.0,137.0,168.0,137.0,47.0,83.0,44.0,42.0,102.0,38.0,31.0,10.0,49.0,49.0,106.0,55.0,52.0,8.0,21.0,78.0,27.0,13.0,155.0,17.0,61.0,34.0
04/09/2006,122,52.0,166.0,138.0,235.0,137.0,144.0,42.0,55.0,34.0,86.0,131.0,31.0,62.0,18.0,47.0,31.0,44.0,78.0,67.0,10.0,38.0,56.0,54.0,34.0,168.0,33.0,55.0,25.0
28/08/2006,149,67.0,122.0,166.0,138.0,144.0,119.0,86.0,39.0,25.0,54.0,73.0,50.0,52.0,1.0,42.0,62.0,34.0,56.0,40.0,18.0,31.0,32.0,54.0,17.0,137.0,34.0,78.0,58.0
21/08/2006,124,40.0,149.0,122.0,166.0,119.0,126.0,54.0,139.0,58.0,54.0,55.0,34.0,67.0,9.0,86.0,52.0,25.0,32.0,3.0,1.0,50.0,64.0,80.0,48.0,144.0,30.0,56.0,33.0
14/08/2006,187,3.0,124.0,149.0,122.0,126.0,239.0,54.0,85.0,33.0,45.0,99.0,40.0,40.0,70.0,54.0,67.0,58.0,64.0,36.0,9.0,34.0,20.0,115.0,28.0,119.0,24.0,32.0,50.0
07/08/2006,195,36.0,187.0,124.0,149.0,239.0,133.0,45.0,52.0,50.0,46.0,88.0,46.0,3.0,64.0,54.0,40.0,33.0,20.0,24.0,70.0,40.0,37.0,44.0,19.0,126.0,40.0,64.0,13.0
31/07/2006,130,24.0,195.0,187.0,124.0,133.0,140.0,46.0,59.0,13.0,48.0,59.0,55.0,36.0,10.0,45.0,3.0,50.0,37.0,23.0,64.0,46.0,30.0,67.0,39.0,239.0,31.0,20.0,93.0
24/07/2006,126,23.0,130.0,195.0,187.0,140.0,129.0,48.0,37.0,93.0,24.0,31.0,12.0,24.0,1.0,46.0,36.0,13.0,30.0,26.0,10.0,55.0,28.0,58.0,9.0,133.0,20.0,37.0,73.0
17/07/2006,154,26.0,126.0,130.0,195.0,129.0,97.0,24.0,75.0,73.0,21.0,50.0,35.0,23.0,12.0,48.0,24.0,93.0,28.0,32.0,1.0,12.0,24.0,47.0,28.0,140.0,31.0,30.0,35.0
10/07/2006,149,32.0,154.0,126.0,130.0,97.0,121.0,21.0,42.0,35.0,40.0,27.0,5.0,26.0,37.0,24.0,23.0,73.0,24.0,46.0,12.0,35.0,50.0,105.0,22.0,129.0,8.0,28.0,40.0
03/07/2006,106,46.0,149.0,154.0,126.0,121.0,66.0,40.0,67.0,40.0,27.0,15.0,37.0,32.0,78.0,21.0,26.0,35.0,50.0,18.0,37.0,5.0,10.0,106.0,8.0,97.0,32.0,24.0,52.0
26/06/2006,151,18.0,106.0,149.0,154.0,66.0,56.0,27.0,15.0,52.0,10.0,46.0,22.0,46.0,13.0,40.0,32.0,40.0,10.0,25.0,78.0,37.0,38.0,35.0,19.0,121.0,17.0,50.0,26.0
19/06/2006,100,25.0,151.0,106.0,149.0,56.0,42.0,10.0,54.0,26.0,30.0,12.0,28.0,18.0,19.0,27.0,46.0,52.0,38.0,8.0,13.0,22.0,11.0,30.0,12.0,66.0,11.0,10.0,3.0
12/06/2006,91,8.0,100.0,151.0,106.0,42.0,34.0,30.0,81.0,3.0,8.0,8.0,22.0,25.0,1.0,10.0,18.0,26.0,11.0,15.0,19.0,28.0,10.0,11.0,13.0,56.0,6.0,38.0,10.0
05/06/2006,46,15.0,91.0,100.0,151.0,34.0,30.0,8.0,17.0,10.0,30.0,32.0,11.0,8.0,2.0,30.0,25.0,3.0,10.0,3.0,1.0,22.0,12.0,36.0,21.0,42.0,1.0,11.0,12.0
29/05/2006,38,3.0,46.0,91.0,100.0,30.0,62.0,30.0,7.0,12.0,10.0,13.0,8.0,15.0,35.0,8.0,8.0,10.0,12.0,3.0,2.0,11.0,3.0,84.0,34.0,34.0,3.0,10.0,10.0
22/05/2006,13,3.0,38.0,46.0,91.0,62.0,9.0,10.0,20.0,10.0,1.0,2.0,16.0,3.0,0.0,30.0,15.0,12.0,3.0,4.0,35.0,8.0,1.0,10.0,5.0,30.0,5.0,12.0,11.0
15/05/2006,22,4.0,13.0,38.0,46.0,9.0,8.0,1.0,3.0,11.0,0.0,0.0,0.0,3.0,41.0,10.0,3.0,10.0,1.0,3.0,0.0,16.0,2.0,0.0,0.0,62.0,0.0,3.0,4.0
08/05/2006,33,3.0,22.0,13.0,38.0,8.0,4.0,0.0,2.0,4.0,1.0,0.0,3.0,4.0,16.0,1.0,3.0,11.0,2.0,3.0,41.0,0.0,3.0,0.0,0.0,9.0,2.0,1.0,0.0
01/05/2006,9,3.0,33.0,22.0,13.0,4.0,4.0,1.0,6.0,0.0,6.0,5.0,9.0,3.0,3.0,0.0,4.0,4.0,3.0,7.0,16.0,3.0,4.0,1.0,0.0,8.0,0.0,2.0,2.0
24/04/2006,14,7.0,9.0,33.0,22.0,4.0,2.0,6.0,8.0,2.0,3.0,7.0,0.0,3.0,11.0,1.0,3.0,0.0,4.0,0.0,3.0,9.0,2.0,1.0,0.0,4.0,3.0,3.0,5.0
17/04/2006,48,0.0,14.0,9.0,33.0,2.0,0.0,3.0,13.0,5.0,20.0,1.0,1.0,7.0,0.0,6.0,3.0,2.0,2.0,0.0,11.0,0.0,2.0,1.0,0.0,4.0,0.0,4.0,0.0
10/04/2006,7,0.0,48.0,14.0,9.0,0.0,4.0,20.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,7.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,4.0
03/04/2006,18,1.0,7.0,48.0,14.0,4.0,6.0,1.0,3.0,4.0,8.0,0.0,5.0,0.0,2.0,20.0,0.0,0.0,1.0,2.0,1.0,3.0,8.0,3.0,1.0,0.0,11.0,2.0,3.0
27/03/2006,6,2.0,18.0,7.0,48.0,6.0,9.0,8.0,9.0,3.0,18.0,0.0,9.0,1.0,1.0,1.0,0.0,4.0,8.0,3.0,2.0,5.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0
20/03/2006,21,3.0,6.0,18.0,7.0,9.0,20.0,18.0,4.0,0.0,13.0,2.0,0.0,2.0,9.0,8.0,1.0,3.0,2.0,5.0,1.0,9.0,31.0,22.0,0.0,6.0,12.0,8.0,17.0
13/03/2006,30,5.0,21.0,6.0,18.0,20.0,18.0,13.0,17.0,17.0,8.0,1.0,1.0,3.0,9.0,18.0,2.0,0.0,31.0,11.0,9.0,0.0,6.0,15.0,1.0,9.0,3.0,2.0,14.0
06/03/2006,21,11.0,30.0,21.0,6.0,18.0,15.0,8.0,31.0,14.0,26.0,1.0,10.0,5.0,19.0,13.0,3.0,17.0,6.0,6.0,9.0,1.0,46.0,26.0,0.0,20.0,25.0,31.0,11.0
27/02/2006,79,6.0,21.0,30.0,21.0,15.0,12.0,26.0,13.0,11.0,10.0,5.0,1.0,11.0,28.0,8.0,5.0,14.0,46.0,18.0,19.0,10.0,18.0,9.0,6.0,18.0,8.0,6.0,46.0
20/02/2006,64,18.0,79.0,21.0,30.0,12.0,38.0,10.0,16.0,46.0,82.0,1.0,8.0,6.0,15.0,26.0,11.0,11.0,18.0,27.0,28.0,1.0,39.0,18.0,0.0,15.0,14.0,46.0,38.0
13/02/2006,55,27.0,64.0,79.0,21.0,38.0,25.0,82.0,71.0,38.0,40.0,4.0,14.0,18.0,22.0,10.0,6.0,46.0,39.0,11.0,15.0,8.0,38.0,5.0,2.0,12.0,48.0,18.0,19.0
06/02/2006,18,11.0,55.0,64.0,79.0,25.0,43.0,40.0,37.0,19.0,21.0,2.0,8.0,27.0,2.0,82.0,18.0,38.0,38.0,20.0,22.0,14.0,26.0,24.0,1.0,38.0,13.0,39.0,15.0
30/01/2006,101,20.0,18.0,55.0,64.0,43.0,52.0,21.0,80.0,15.0,53.0,0.0,3.0,11.0,10.0,40.0,27.0,19.0,26.0,28.0,2.0,8.0,39.0,14.0,1.0,25.0,32.0,38.0,8.0
