Date,BUDAPEST,BUDAPEST.L2,BUDAPEST.L6,BUDAPEST.L8,BUDAPEST.L12,CSONGRAD.L8,CSONGRAD.L10,CSONGRAD.L12,CSONGRAD.L13,GYOR.L1,GYOR.L2,GYOR.L4,GYOR.L6,GYOR.L9,GYOR.L11,GYOR.L16,HEVES.L4,NOGRAD.L5,NOGRAD.L11,PEST.L2,PEST.L13,SZABOLCS.L3,ZALA.L3,ZALA.L8,ZALA.L9,ZALA.L10,ZALA.L14,ZALA.L15
18/02/2008,44.0,103.0,10.0,18.0,13.0,4.0,2.0,2.0,23.0,68.0,22.0,22.0,12.0,3.0,4.0,6.0,7.0,3.0,9.0,17.0,7.0,3.0,7.0,4.0,6.0,0.0,0.0,2.0
11/02/2008,91.0,44.0,60.0,6.0,22.0,32.0,3.0,1.0,2.0,36.0,68.0,24.0,18.0,1.0,1.0,4.0,42.0,25.0,1.0,33.0,3.0,16.0,4.0,0.0,4.0,6.0,1.0,0.0
04/02/2008,83.0,91.0,103.0,10.0,42.0,2.0,4.0,2.0,1.0,44.0,36.0,22.0,22.0,13.0,3.0,3.0,7.0,3.0,10.0,71.0,4.0,26.0,0.0,0.0,0.0,4.0,4.0,1.0
28/01/2008,111.0,83.0,31.0,60.0,4.0,16.0,32.0,3.0,2.0,31.0,44.0,68.0,24.0,12.0,1.0,3.0,15.0,25.0,2.0,64.0,6.0,2.0,6.0,5.0,0.0,0.0,1.0,4.0
21/01/2008,91.0,111.0,103.0,103.0,18.0,71.0,2.0,4.0,3.0,50.0,31.0,36.0,22.0,18.0,13.0,3.0,37.0,32.0,16.0,66.0,6.0,19.0,12.0,4.0,5.0,0.0,0.0,1.0
14/01/2008,163.0,91.0,44.0,31.0,6.0,8.0,16.0,32.0,4.0,27.0,50.0,44.0,68.0,22.0,12.0,4.0,47.0,16.0,10.0,100.0,10.0,83.0,33.0,7.0,4.0,5.0,6.0,0.0
07/01/2008,28.0,163.0,91.0,103.0,10.0,71.0,71.0,2.0,32.0,27.0,27.0,31.0,36.0,24.0,18.0,1.0,33.0,24.0,3.0,92.0,11.0,41.0,12.0,4.0,7.0,4.0,4.0,6.0
31/12/2007,106.0,28.0,83.0,44.0,60.0,88.0,8.0,16.0,2.0,73.0,27.0,50.0,44.0,22.0,22.0,3.0,29.0,35.0,25.0,53.0,15.0,36.0,69.0,0.0,4.0,7.0,0.0,4.0
24/12/2007,291.0,106.0,111.0,91.0,103.0,50.0,71.0,71.0,16.0,64.0,73.0,27.0,31.0,68.0,24.0,1.0,58.0,58.0,3.0,179.0,29.0,16.0,46.0,6.0,0.0,4.0,0.0,0.0
17/12/2007,185.0,291.0,91.0,83.0,31.0,24.0,88.0,8.0,71.0,124.0,64.0,27.0,50.0,36.0,22.0,13.0,37.0,43.0,25.0,118.0,17.0,12.0,29.0,12.0,6.0,0.0,5.0,0.0
10/12/2007,197.0,185.0,163.0,111.0,103.0,5.0,50.0,71.0,8.0,75.0,124.0,73.0,27.0,44.0,68.0,12.0,87.0,62.0,32.0,184.0,12.0,13.0,23.0,33.0,12.0,6.0,4.0,5.0
03/12/2007,147.0,197.0,28.0,91.0,44.0,15.0,24.0,88.0,71.0,38.0,75.0,64.0,27.0,31.0,36.0,18.0,66.0,45.0,16.0,114.0,17.0,20.0,3.0,12.0,33.0,12.0,7.0,4.0
26/11/2007,192.0,147.0,106.0,163.0,91.0,7.0,5.0,50.0,88.0,69.0,38.0,124.0,73.0,50.0,44.0,22.0,43.0,38.0,24.0,96.0,33.0,21.0,36.0,69.0,12.0,33.0,4.0,7.0
19/11/2007,190.0,192.0,291.0,28.0,83.0,27.0,15.0,24.0,50.0,53.0,69.0,75.0,64.0,27.0,31.0,24.0,41.0,45.0,35.0,144.0,71.0,15.0,12.0,46.0,69.0,12.0,0.0,4.0
12/11/2007,147.0,190.0,185.0,106.0,111.0,20.0,7.0,5.0,24.0,68.0,53.0,38.0,124.0,27.0,50.0,22.0,23.0,88.0,58.0,100.0,64.0,11.0,216.0,29.0,46.0,69.0,6.0,0.0
05/11/2007,131.0,147.0,197.0,291.0,91.0,20.0,27.0,15.0,5.0,44.0,68.0,69.0,75.0,73.0,27.0,68.0,43.0,30.0,43.0,170.0,66.0,15.0,12.0,23.0,29.0,46.0,12.0,6.0
29/10/2007,149.0,131.0,147.0,185.0,163.0,2.0,20.0,7.0,15.0,68.0,44.0,53.0,38.0,64.0,27.0,36.0,104.0,76.0,62.0,98.0,100.0,23.0,22.0,3.0,23.0,29.0,33.0,12.0
22/10/2007,99.0,149.0,192.0,197.0,28.0,157.0,20.0,27.0,7.0,63.0,68.0,68.0,69.0,124.0,73.0,44.0,66.0,30.0,45.0,98.0,92.0,3.0,15.0,36.0,3.0,23.0,12.0,33.0
15/10/2007,233.0,99.0,190.0,147.0,106.0,53.0,2.0,20.0,27.0,69.0,63.0,44.0,53.0,75.0,64.0,31.0,50.0,52.0,38.0,98.0,53.0,16.0,24.0,12.0,36.0,3.0,69.0,12.0
08/10/2007,146.0,233.0,147.0,192.0,291.0,37.0,157.0,20.0,20.0,86.0,69.0,68.0,68.0,38.0,124.0,50.0,27.0,65.0,45.0,86.0,179.0,0.0,23.0,216.0,12.0,36.0,46.0,69.0
01/10/2007,182.0,146.0,131.0,190.0,185.0,41.0,53.0,2.0,20.0,46.0,86.0,63.0,44.0,69.0,75.0,27.0,23.0,41.0,88.0,89.0,118.0,31.0,28.0,12.0,216.0,12.0,29.0,46.0
24/09/2007,68.0,182.0,149.0,147.0,197.0,29.0,37.0,157.0,2.0,140.0,46.0,69.0,68.0,53.0,38.0,27.0,87.0,15.0,30.0,77.0,184.0,47.0,7.0,22.0,12.0,216.0,23.0,29.0
17/09/2007,180.0,68.0,99.0,131.0,147.0,42.0,41.0,53.0,157.0,76.0,140.0,86.0,63.0,68.0,69.0,73.0,39.0,76.0,76.0,91.0,114.0,7.0,8.0,15.0,22.0,12.0,3.0,23.0
10/09/2007,142.0,180.0,233.0,149.0,192.0,17.0,29.0,37.0,53.0,48.0,76.0,46.0,69.0,44.0,53.0,64.0,55.0,22.0,30.0,107.0,96.0,27.0,26.0,24.0,15.0,22.0,36.0,3.0
03/09/2007,80.0,142.0,146.0,99.0,190.0,9.0,42.0,41.0,37.0,68.0,48.0,140.0,86.0,68.0,68.0,124.0,25.0,27.0,52.0,86.0,144.0,67.0,21.0,23.0,24.0,15.0,12.0,36.0
27/08/2007,194.0,80.0,182.0,233.0,147.0,74.0,17.0,29.0,41.0,81.0,68.0,76.0,46.0,63.0,44.0,75.0,76.0,22.0,65.0,32.0,100.0,45.0,41.0,28.0,23.0,24.0,216.0,12.0
20/08/2007,286.0,194.0,68.0,146.0,131.0,40.0,9.0,42.0,29.0,79.0,81.0,48.0,140.0,69.0,68.0,38.0,71.0,20.0,41.0,70.0,170.0,7.0,2.0,7.0,28.0,23.0,12.0,216.0
13/08/2007,129.0,286.0,180.0,182.0,149.0,81.0,74.0,17.0,42.0,102.0,79.0,68.0,76.0,86.0,63.0,69.0,17.0,21.0,15.0,131.0,98.0,74.0,39.0,8.0,7.0,28.0,22.0,12.0
06/08/2007,93.0,129.0,142.0,68.0,99.0,48.0,40.0,9.0,17.0,82.0,102.0,81.0,48.0,46.0,69.0,53.0,19.0,2.0,76.0,104.0,98.0,41.0,12.0,26.0,8.0,7.0,15.0,22.0
30/07/2007,199.0,93.0,80.0,180.0,233.0,39.0,81.0,74.0,9.0,84.0,82.0,79.0,68.0,140.0,86.0,68.0,32.0,37.0,22.0,131.0,98.0,23.0,13.0,21.0,26.0,8.0,24.0,15.0
23/07/2007,120.0,199.0,194.0,142.0,146.0,41.0,48.0,40.0,74.0,65.0,84.0,102.0,81.0,76.0,46.0,44.0,44.0,14.0,27.0,93.0,86.0,36.0,10.0,41.0,21.0,26.0,23.0,24.0
16/07/2007,151.0,120.0,286.0,80.0,182.0,3.0,39.0,81.0,40.0,68.0,65.0,82.0,79.0,48.0,140.0,68.0,12.0,22.0,22.0,140.0,89.0,48.0,4.0,2.0,41.0,21.0,28.0,23.0
09/07/2007,88.0,151.0,129.0,194.0,68.0,40.0,41.0,48.0,81.0,64.0,68.0,84.0,102.0,68.0,76.0,63.0,19.0,14.0,20.0,113.0,77.0,15.0,20.0,39.0,2.0,41.0,7.0,28.0
02/07/2007,87.0,88.0,93.0,286.0,180.0,34.0,3.0,39.0,48.0,45.0,64.0,65.0,82.0,81.0,48.0,69.0,52.0,20.0,21.0,38.0,91.0,13.0,6.0,12.0,39.0,2.0,8.0,7.0
25/06/2007,67.0,87.0,199.0,129.0,142.0,18.0,40.0,41.0,39.0,34.0,45.0,68.0,84.0,79.0,68.0,86.0,54.0,36.0,2.0,107.0,107.0,56.0,10.0,13.0,12.0,39.0,26.0,8.0
18/06/2007,52.0,67.0,120.0,93.0,80.0,9.0,34.0,3.0,41.0,16.0,34.0,64.0,65.0,102.0,81.0,46.0,22.0,8.0,37.0,113.0,86.0,4.0,2.0,10.0,13.0,12.0,21.0,26.0
11/06/2007,65.0,52.0,151.0,199.0,194.0,22.0,18.0,40.0,3.0,6.0,16.0,45.0,68.0,82.0,79.0,140.0,12.0,36.0,14.0,31.0,32.0,32.0,8.0,4.0,10.0,13.0,41.0,21.0
04/06/2007,6.0,65.0,88.0,120.0,286.0,17.0,9.0,34.0,40.0,6.0,6.0,34.0,64.0,84.0,102.0,76.0,9.0,9.0,22.0,24.0,70.0,13.0,4.0,20.0,4.0,10.0,2.0,41.0
28/05/2007,64.0,6.0,87.0,151.0,129.0,21.0,22.0,18.0,34.0,2.0,6.0,16.0,45.0,65.0,82.0,48.0,4.0,4.0,14.0,30.0,131.0,9.0,1.0,6.0,20.0,4.0,39.0,2.0
21/05/2007,18.0,64.0,67.0,88.0,93.0,7.0,17.0,9.0,18.0,1.0,2.0,6.0,34.0,68.0,84.0,68.0,7.0,13.0,20.0,8.0,104.0,9.0,2.0,10.0,6.0,20.0,12.0,39.0
14/05/2007,3.0,18.0,52.0,87.0,199.0,10.0,21.0,22.0,9.0,5.0,1.0,6.0,16.0,64.0,65.0,81.0,1.0,1.0,36.0,9.0,131.0,3.0,1.0,2.0,10.0,6.0,13.0,12.0
07/05/2007,0.0,3.0,65.0,67.0,120.0,6.0,7.0,17.0,22.0,3.0,5.0,2.0,6.0,45.0,68.0,79.0,2.0,3.0,8.0,7.0,93.0,2.0,4.0,8.0,2.0,10.0,10.0,13.0
30/04/2007,13.0,0.0,6.0,52.0,151.0,7.0,10.0,21.0,17.0,2.0,3.0,1.0,6.0,34.0,64.0,102.0,3.0,0.0,36.0,3.0,140.0,1.0,0.0,4.0,8.0,2.0,4.0,10.0
23/04/2007,9.0,13.0,64.0,65.0,88.0,3.0,6.0,7.0,21.0,1.0,2.0,5.0,2.0,16.0,45.0,82.0,0.0,2.0,9.0,12.0,113.0,6.0,4.0,1.0,4.0,8.0,20.0,4.0
16/04/2007,4.0,9.0,18.0,6.0,87.0,1.0,7.0,10.0,7.0,6.0,1.0,3.0,1.0,6.0,34.0,84.0,0.0,1.0,4.0,11.0,38.0,1.0,0.0,2.0,1.0,4.0,6.0,20.0
09/04/2007,8.0,4.0,3.0,64.0,67.0,0.0,3.0,6.0,10.0,8.0,6.0,2.0,5.0,6.0,16.0,65.0,1.0,0.0,13.0,8.0,107.0,1.0,2.0,1.0,2.0,1.0,10.0,6.0
02/04/2007,12.0,8.0,0.0,18.0,52.0,12.0,1.0,7.0,6.0,4.0,8.0,1.0,3.0,2.0,6.0,68.0,0.0,0.0,1.0,5.0,113.0,1.0,0.0,4.0,1.0,2.0,2.0,10.0
26/03/2007,13.0,12.0,13.0,3.0,65.0,0.0,0.0,3.0,7.0,6.0,4.0,6.0,2.0,1.0,6.0,64.0,8.0,2.0,3.0,18.0,31.0,2.0,0.0,0.0,4.0,1.0,8.0,2.0
19/03/2007,31.0,13.0,9.0,0.0,6.0,0.0,12.0,1.0,3.0,21.0,6.0,8.0,1.0,5.0,2.0,45.0,17.0,11.0,0.0,12.0,24.0,0.0,1.0,4.0,0.0,4.0,4.0,8.0
12/03/2007,35.0,31.0,4.0,13.0,64.0,0.0,0.0,0.0,1.0,13.0,21.0,4.0,6.0,3.0,1.0,34.0,1.0,1.0,2.0,23.0,30.0,26.0,0.0,0.0,4.0,0.0,1.0,4.0
05/03/2007,8.0,35.0,8.0,9.0,18.0,0.0,0.0,12.0,0.0,13.0,13.0,6.0,8.0,2.0,5.0,16.0,1.0,0.0,1.0,16.0,8.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0
26/02/2007,73.0,8.0,12.0,4.0,3.0,1.0,0.0,0.0,12.0,21.0,13.0,21.0,4.0,1.0,3.0,6.0,8.0,0.0,0.0,44.0,9.0,14.0,7.0,0.0,2.0,0.0,1.0,2.0
19/02/2007,77.0,73.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,13.0,6.0,6.0,2.0,6.0,0.0,0.0,0.0,44.0,7.0,9.0,1.0,0.0,0.0,2.0,4.0,1.0
12/02/2007,21.0,77.0,31.0,12.0,13.0,0.0,1.0,0.0,0.0,12.0,30.0,13.0,21.0,8.0,1.0,2.0,4.0,37.0,2.0,72.0,3.0,35.0,6.0,1.0,0.0,0.0,0.0,4.0
05/02/2007,104.0,21.0,35.0,13.0,9.0,0.0,0.0,0.0,0.0,39.0,12.0,21.0,13.0,4.0,6.0,1.0,0.0,26.0,11.0,54.0,12.0,22.0,2.0,0.0,1.0,0.0,4.0,0.0
29/01/2007,105.0,104.0,8.0,31.0,4.0,16.0,0.0,1.0,0.0,19.0,39.0,30.0,13.0,6.0,8.0,5.0,20.0,68.0,1.0,65.0,11.0,2.0,8.0,1.0,0.0,1.0,0.0,4.0
22/01/2007,92.0,105.0,73.0,35.0,8.0,8.0,0.0,0.0,1.0,55.0,19.0,12.0,21.0,21.0,4.0,3.0,2.0,30.0,0.0,69.0,8.0,10.0,40.0,7.0,1.0,0.0,2.0,0.0
15/01/2007,192.0,92.0,77.0,8.0,12.0,0.0,16.0,0.0,0.0,20.0,55.0,39.0,30.0,13.0,6.0,2.0,24.0,26.0,0.0,107.0,5.0,23.0,11.0,1.0,7.0,1.0,0.0,2.0
08/01/2007,2.0,192.0,21.0,73.0,13.0,19.0,8.0,0.0,0.0,22.0,20.0,19.0,12.0,13.0,21.0,1.0,20.0,47.0,0.0,90.0,18.0,12.0,16.0,6.0,1.0,7.0,0.0,0.0
01/01/2007,67.0,2.0,104.0,77.0,31.0,31.0,0.0,16.0,0.0,47.0,22.0,55.0,39.0,21.0,13.0,6.0,2.0,21.0,37.0,9.0,12.0,15.0,1.0,2.0,6.0,1.0,1.0,0.0
25/12/2006,283.0,67.0,105.0,21.0,35.0,8.0,19.0,8.0,16.0,93.0,47.0,20.0,19.0,30.0,13.0,8.0,3.0,13.0,26.0,129.0,23.0,3.0,18.0,8.0,2.0,6.0,0.0,1.0
18/12/2006,135.0,283.0,92.0,104.0,8.0,1.0,31.0,0.0,8.0,40.0,93.0,22.0,55.0,12.0,21.0,4.0,0.0,13.0,68.0,156.0,16.0,65.0,0.0,40.0,8.0,2.0,1.0,0.0
11/12/2006,129.0,135.0,192.0,105.0,73.0,28.0,8.0,19.0,0.0,56.0,40.0,47.0,20.0,39.0,30.0,6.0,28.0,0.0,30.0,240.0,44.0,45.0,5.0,11.0,40.0,8.0,7.0,1.0
04/12/2006,203.0,129.0,2.0,92.0,77.0,47.0,1.0,31.0,19.0,36.0,56.0,93.0,22.0,19.0,12.0,21.0,17.0,22.0,26.0,190.0,44.0,13.0,16.0,16.0,11.0,40.0,1.0,7.0
27/11/2006,152.0,203.0,67.0,192.0,21.0,8.0,28.0,8.0,31.0,40.0,36.0,40.0,47.0,55.0,39.0,13.0,28.0,28.0,47.0,166.0,72.0,7.0,19.0,1.0,16.0,11.0,6.0,1.0
20/11/2006,107.0,152.0,283.0,2.0,104.0,24.0,47.0,1.0,8.0,31.0,40.0,56.0,93.0,20.0,19.0,13.0,9.0,58.0,21.0,138.0,54.0,7.0,1.0,18.0,1.0,16.0,2.0,6.0
13/11/2006,185.0,107.0,135.0,67.0,105.0,0.0,8.0,28.0,1.0,42.0,31.0,36.0,40.0,22.0,55.0,21.0,44.0,35.0,13.0,128.0,65.0,3.0,73.0,0.0,18.0,1.0,8.0,2.0
06/11/2006,110.0,185.0,129.0,283.0,92.0,57.0,24.0,47.0,28.0,47.0,42.0,40.0,56.0,47.0,20.0,30.0,25.0,33.0,13.0,239.0,69.0,16.0,2.0,5.0,0.0,18.0,40.0,8.0
30/10/2006,138.0,110.0,203.0,135.0,192.0,1.0,0.0,8.0,47.0,31.0,47.0,31.0,36.0,93.0,22.0,12.0,22.0,76.0,0.0,196.0,107.0,29.0,37.0,16.0,5.0,0.0,11.0,40.0
23/10/2006,100.0,138.0,152.0,129.0,2.0,47.0,57.0,24.0,8.0,41.0,31.0,42.0,40.0,40.0,47.0,39.0,32.0,20.0,22.0,108.0,90.0,30.0,13.0,19.0,16.0,5.0,16.0,11.0
16/10/2006,228.0,100.0,107.0,203.0,67.0,67.0,1.0,0.0,24.0,55.0,41.0,47.0,31.0,56.0,93.0,19.0,29.0,50.0,28.0,160.0,9.0,20.0,23.0,1.0,19.0,16.0,1.0,16.0
09/10/2006,130.0,228.0,185.0,152.0,283.0,55.0,47.0,57.0,0.0,38.0,55.0,31.0,42.0,36.0,40.0,55.0,36.0,38.0,58.0,131.0,129.0,55.0,15.0,73.0,1.0,19.0,18.0,1.0
02/10/2006,137.0,130.0,110.0,107.0,135.0,35.0,67.0,1.0,57.0,49.0,38.0,41.0,47.0,40.0,56.0,20.0,31.0,23.0,35.0,331.0,156.0,7.0,17.0,2.0,73.0,1.0,0.0,18.0
25/09/2006,235.0,137.0,138.0,185.0,129.0,12.0,55.0,47.0,1.0,47.0,49.0,55.0,31.0,31.0,36.0,22.0,28.0,32.0,33.0,155.0,240.0,113.0,6.0,37.0,2.0,73.0,5.0,0.0
18/09/2006,138.0,235.0,100.0,110.0,203.0,49.0,35.0,67.0,47.0,42.0,47.0,38.0,41.0,42.0,40.0,47.0,42.0,51.0,76.0,168.0,190.0,32.0,11.0,13.0,37.0,2.0,16.0,5.0
11/09/2006,166.0,138.0,228.0,138.0,152.0,9.0,12.0,55.0,67.0,86.0,42.0,49.0,55.0,47.0,31.0,93.0,19.0,23.0,20.0,137.0,166.0,32.0,2.0,23.0,13.0,37.0,19.0,16.0
04/09/2006,122.0,166.0,130.0,100.0,107.0,1.0,49.0,35.0,55.0,54.0,86.0,47.0,38.0,31.0,42.0,40.0,69.0,44.0,50.0,144.0,138.0,96.0,17.0,15.0,23.0,13.0,1.0,19.0
28/08/2006,149.0,122.0,137.0,228.0,185.0,27.0,9.0,12.0,35.0,54.0,54.0,42.0,49.0,41.0,47.0,56.0,38.0,28.0,38.0,119.0,128.0,29.0,13.0,17.0,15.0,23.0,73.0,1.0
21/08/2006,124.0,149.0,235.0,130.0,110.0,8.0,1.0,49.0,12.0,45.0,54.0,86.0,47.0,55.0,31.0,36.0,45.0,34.0,23.0,126.0,239.0,47.0,1.0,6.0,17.0,15.0,2.0,73.0
14/08/2006,187.0,124.0,138.0,137.0,138.0,57.0,27.0,9.0,49.0,46.0,45.0,54.0,42.0,38.0,41.0,40.0,37.0,61.0,32.0,239.0,196.0,61.0,3.0,11.0,6.0,17.0,37.0,2.0
07/08/2006,195.0,187.0,166.0,235.0,100.0,8.0,8.0,1.0,9.0,48.0,46.0,54.0,86.0,49.0,55.0,31.0,16.0,30.0,51.0,133.0,108.0,71.0,18.0,2.0,11.0,6.0,13.0,37.0
31/07/2006,130.0,195.0,122.0,138.0,228.0,10.0,57.0,27.0,1.0,24.0,48.0,45.0,54.0,47.0,38.0,42.0,9.0,54.0,23.0,140.0,160.0,38.0,13.0,17.0,2.0,11.0,23.0,13.0
24/07/2006,126.0,130.0,149.0,166.0,130.0,18.0,8.0,8.0,27.0,21.0,24.0,46.0,54.0,42.0,49.0,47.0,11.0,44.0,44.0,129.0,131.0,51.0,9.0,13.0,17.0,2.0,15.0,23.0
17/07/2006,154.0,126.0,124.0,122.0,137.0,1.0,10.0,57.0,8.0,40.0,21.0,48.0,45.0,86.0,47.0,31.0,8.0,49.0,28.0,97.0,331.0,27.0,12.0,1.0,13.0,17.0,17.0,15.0
10/07/2006,149.0,154.0,187.0,149.0,235.0,9.0,18.0,8.0,57.0,27.0,40.0,24.0,46.0,54.0,42.0,41.0,7.0,40.0,34.0,121.0,155.0,75.0,5.0,3.0,1.0,13.0,6.0,17.0
03/07/2006,106.0,149.0,195.0,124.0,138.0,70.0,1.0,10.0,8.0,10.0,27.0,21.0,48.0,54.0,86.0,55.0,10.0,27.0,61.0,66.0,168.0,20.0,19.0,18.0,3.0,1.0,11.0,6.0
26/06/2006,151.0,106.0,130.0,187.0,166.0,64.0,9.0,18.0,10.0,30.0,10.0,40.0,24.0,45.0,54.0,38.0,24.0,53.0,30.0,56.0,137.0,96.0,17.0,13.0,18.0,3.0,2.0,11.0
19/06/2006,100.0,151.0,126.0,195.0,122.0,10.0,70.0,1.0,18.0,8.0,30.0,27.0,21.0,46.0,54.0,49.0,15.0,35.0,54.0,42.0,144.0,44.0,12.0,9.0,13.0,18.0,17.0,2.0
12/06/2006,91.0,100.0,154.0,130.0,149.0,1.0,64.0,9.0,1.0,30.0,8.0,10.0,40.0,48.0,45.0,47.0,4.0,62.0,44.0,34.0,119.0,74.0,18.0,12.0,9.0,13.0,13.0,17.0
05/06/2006,46.0,91.0,149.0,126.0,124.0,12.0,10.0,70.0,9.0,10.0,30.0,30.0,27.0,24.0,46.0,42.0,26.0,32.0,49.0,30.0,126.0,14.0,11.0,5.0,12.0,9.0,1.0,13.0
29/05/2006,38.0,46.0,106.0,154.0,187.0,37.0,1.0,64.0,70.0,1.0,10.0,8.0,10.0,21.0,48.0,86.0,10.0,29.0,40.0,62.0,239.0,24.0,5.0,19.0,5.0,12.0,3.0,1.0
22/05/2006,13.0,38.0,151.0,149.0,195.0,78.0,12.0,10.0,64.0,0.0,1.0,30.0,30.0,40.0,24.0,54.0,14.0,25.0,27.0,9.0,133.0,9.0,4.0,17.0,19.0,5.0,18.0,3.0
15/05/2006,22.0,13.0,100.0,106.0,130.0,13.0,37.0,1.0,10.0,1.0,0.0,10.0,8.0,27.0,21.0,54.0,7.0,25.0,53.0,8.0,140.0,0.0,3.0,12.0,17.0,19.0,13.0,18.0
08/05/2006,33.0,22.0,91.0,151.0,126.0,19.0,78.0,12.0,1.0,6.0,1.0,1.0,30.0,10.0,40.0,45.0,5.0,7.0,35.0,4.0,129.0,0.0,2.0,18.0,12.0,17.0,9.0,13.0
01/05/2006,9.0,33.0,46.0,100.0,154.0,1.0,13.0,37.0,12.0,3.0,6.0,0.0,10.0,30.0,27.0,46.0,9.0,7.0,62.0,4.0,97.0,6.0,4.0,11.0,18.0,12.0,12.0,9.0
24/04/2006,14.0,9.0,38.0,91.0,149.0,2.0,19.0,78.0,37.0,20.0,3.0,1.0,1.0,8.0,10.0,48.0,2.0,0.0,32.0,2.0,121.0,2.0,0.0,5.0,11.0,18.0,5.0,12.0
17/04/2006,48.0,14.0,13.0,46.0,106.0,35.0,1.0,13.0,78.0,1.0,20.0,6.0,0.0,30.0,30.0,24.0,2.0,2.0,29.0,0.0,66.0,2.0,1.0,4.0,5.0,11.0,19.0,5.0
10/04/2006,7.0,48.0,22.0,38.0,151.0,0.0,2.0,19.0,13.0,8.0,1.0,3.0,1.0,10.0,8.0,21.0,0.0,1.0,25.0,4.0,56.0,0.0,0.0,3.0,4.0,5.0,17.0,19.0
03/04/2006,18.0,7.0,33.0,13.0,100.0,41.0,35.0,1.0,19.0,18.0,8.0,20.0,6.0,1.0,30.0,40.0,0.0,0.0,25.0,6.0,42.0,0.0,0.0,2.0,3.0,4.0,12.0,17.0
27/03/2006,6.0,18.0,9.0,22.0,91.0,16.0,0.0,2.0,1.0,13.0,18.0,1.0,3.0,0.0,10.0,27.0,4.0,1.0,7.0,9.0,34.0,4.0,0.0,4.0,2.0,3.0,18.0,12.0
20/03/2006,21.0,6.0,14.0,33.0,46.0,3.0,41.0,35.0,2.0,8.0,13.0,8.0,20.0,1.0,1.0,10.0,2.0,2.0,7.0,20.0,30.0,11.0,1.0,0.0,4.0,2.0,11.0,18.0
13/03/2006,30.0,21.0,48.0,9.0,38.0,11.0,16.0,0.0,35.0,26.0,8.0,18.0,1.0,6.0,0.0,30.0,2.0,1.0,0.0,18.0,62.0,0.0,0.0,1.0,0.0,4.0,5.0,11.0
06/03/2006,21.0,30.0,7.0,14.0,13.0,0.0,3.0,41.0,0.0,10.0,26.0,13.0,8.0,3.0,1.0,8.0,1.0,2.0,2.0,15.0,9.0,15.0,2.0,0.0,1.0,0.0,4.0,5.0
27/02/2006,79.0,21.0,18.0,48.0,22.0,1.0,11.0,16.0,41.0,82.0,10.0,8.0,18.0,20.0,6.0,30.0,11.0,0.0,1.0,12.0,8.0,20.0,2.0,0.0,0.0,1.0,3.0,4.0
20/02/2006,64.0,79.0,6.0,7.0,33.0,2.0,0.0,3.0,16.0,40.0,82.0,26.0,13.0,1.0,3.0,10.0,20.0,5.0,0.0,38.0,4.0,30.0,5.0,0.0,0.0,0.0,2.0,3.0
13/02/2006,55.0,64.0,21.0,18.0,9.0,1.0,1.0,11.0,3.0,21.0,40.0,10.0,8.0,8.0,20.0,1.0,35.0,4.0,1.0,25.0,4.0,8.0,1.0,1.0,0.0,0.0,4.0,2.0
06/02/2006,18.0,55.0,30.0,6.0,14.0,9.0,2.0,0.0,11.0,53.0,21.0,82.0,26.0,18.0,1.0,0.0,66.0,1.0,2.0,43.0,2.0,7.0,6.0,0.0,1.0,0.0,0.0,4.0
30/01/2006,101.0,18.0,21.0,21.0,48.0,9.0,1.0,1.0,0.0,39.0,53.0,40.0,10.0,13.0,8.0,1.0,49.0,5.0,1.0,52.0,0.0,12.0,13.0,2.0,0.0,1.0,1.0,0.0
23/01/2006,63.0,101.0,79.0,30.0,7.0,19.0,9.0,2.0,1.0,40.0,39.0,21.0,82.0,8.0,18.0,6.0,20.0,2.0,2.0,35.0,4.0,46.0,2.0,2.0,2.0,0.0,0.0,1.0
16/01/2006,59.0,63.0,64.0,21.0,18.0,28.0,9.0,1.0,2.0,42.0,40.0,53.0,40.0,26.0,13.0,3.0,18.0,4.0,0.0,29.0,6.0,14.0,3.0,5.0,2.0,2.0,0.0,0.0
09/01/2006,6.0,59.0,55.0,79.0,6.0,15.0,19.0,9.0,1.0,0.0,42.0,39.0,21.0,10.0,8.0,20.0,64.0,10.0,5.0,54.0,9.0,18.0,2.0,1.0,5.0,2.0,0.0,0.0
02/01/2006,26.0,6.0,18.0,64.0,21.0,22.0,28.0,9.0,9.0,43.0,0.0,40.0,53.0,82.0,26.0,1.0,21.0,14.0,4.0,10.0,20.0,19.0,4.0,6.0,1.0,5.0,1.0,0.0
26/12/2005,150.0,26.0,101.0,55.0,30.0,2.0,15.0,19.0,9.0,81.0,43.0,42.0,39.0,40.0,10.0,8.0,82.0,6.0,1.0,30.0,18.0,3.0,2.0,13.0,6.0,1.0,0.0,1.0
19/12/2005,80.0,150.0,63.0,18.0,21.0,10.0,22.0,28.0,19.0,59.0,81.0,0.0,40.0,21.0,82.0,18.0,1.0,22.0,5.0,80.0,15.0,26.0,5.0,2.0,13.0,6.0,2.0,0.0
12/12/2005,82.0,80.0,59.0,101.0,79.0,20.0,2.0,15.0,28.0,14.0,59.0,43.0,42.0,53.0,40.0,13.0,18.0,0.0,2.0,140.0,12.0,3.0,15.0,3.0,2.0,13.0,2.0,2.0
